"county","state","women","median_income","democrat_2008","dist_to_closest_facility_miles","abortion_count_2010","highly_restrictive"
"loving","texas",36,56875,0.151898734177215,169.224667522317,0,0
"lubbock","texas",149215,46859,0.312567925031271,264.401360620457,528,0
"lynn","texas",2832,40722,0.296313799621928,255.960950324913,7,0
"mcculloch","texas",4060,40784,0.241860465116279,113.502910375426,18,0
"mclennan","texas",124690,44246,0.376509275296835,78.1463526971832,577,0
"mcmullen","texas",306,57589,0.245810055865922,72.6846556954222,3,0
"madison","texas",5085,43209,0.281296023564065,36.4475591999806,5,0
"marion","texas",5178,35424,0.386641580432738,116.822144405556,0,0
"martin","texas",2668,63992,0.183090379008746,259.150204501236,3,0
"mason","texas",1969,38496,0.257425742574257,93.8187417654916,6,0
"matagorda","texas",18586,41253,0.358845874080659,66.2800123078871,102,0
"maverick","texas",28701,37155,0.781972758021757,127.073915275021,74,0
"medina","texas",22820,58333,0.327063608057444,26.8896796601263,65,0
"menard","texas",1013,37917,0.289783889980354,119.348239748413,6,0
"midland","texas",77894,71424,0.209689285096071,257.388941541435,224,0
"milam","texas",12246,39213,0.364245542658849,57.7099325432276,35,0
"mills","texas",2539,44375,0.182820395039045,99.7266133809123,2,0
"mitchell","texas",3442,51555,0.241053064582476,201.345206245131,6,0
"montague","texas",9899,46383,0.200880503144654,65.6207334700427,7,0
"montgomery","texas",262041,70805,0.232522632675946,29.3440574402078,689,0
"moore","texas",10757,50552,0.206547728526761,229.407228919579,35,0
"morris","texas",6584,37902,0.391577743902439,118.793681050486,10,0
"motley","texas",481,35433,0.112794612794613,210.298035963781,1,0
"nacogdoches","texas",34264,38915,0.358813218759352,57.2177029140511,86,0
"navarro","texas",24463,43388,0.330862079529441,45.3119925203048,65,0
"newton","texas",7056,36829,0.332889733840304,114.637263429783,14,0
"nolan","texas",7424,38411,0.300414773849496,174.67195718459,16,0
"nueces","texas",180516,51882,0.473298429319372,3.2996471568252,1227,0
"ochiltree","texas",5179,50011,0.0781601801222258,187.983429475732,5,0
"oldham","texas",987,52292,0.110869565217391,232.554170491169,2,0
"orange","texas",42322,51443,0.260014962932735,86.7037856329992,125,0
"palopinto","texas",14168,42824,0.25267947421638,42.8021173728771,27,0
"panola","texas",12083,50712,0.253132341425215,90.1547185926061,6,0
"parker","texas",62016,67979,0.219015244728994,18.1911716409367,198,0
"parmer","texas",4824,48589,0.193643953676273,219.343280257584,5,0
"pecos","texas",6751,51735,0.368079800498753,226.076960522123,17,0
"polk","texas",21588,40864,0.309196486177974,59.4377557838302,46,0
"potter","texas",59223,40340,0.297837603705061,238.934898466036,163,0
"presidio","texas",3636,33453,0.712578258394991,188.794692802547,11,0
"rains","texas",5434,50405,0.247403210576015,55.8741196681646,10,0
"randall","texas",65422,62635,0.182667078252817,242.735846249702,144,0
"reagan","texas",1692,59257,0.198189134808853,208.413207046738,4,0
"real","texas",1737,37059,0.23034398034398,76.982416740554,9,0
"redriver","texas",6538,35016,0.304631828978622,109.130568596975,13,0
"reeves","texas",5762,46464,0.521936951576211,175.676355445622,8,0
"refugio","texas",3716,50145,0.423796381478074,36.6971985886003,8,0
"roberts","texas",482,72500,0.0791505791505791,174.005788672974,0,0
"robertson","texas",8323,49142,0.398658718330849,64.7944247140381,15,0
"rockwall","texas",44926,89161,0.264828790619348,18.8586285670651,130,0
"runnels","texas",5230,41339,0.186190845616757,161.84869365654,13,0
"rusk","texas",25331,47424,0.266157461809636,71.0011643848025,27,0
"sabine","texas",5236,32500,0.220968403775133,102.330588560672,12,0
"sanaugustine","texas",4382,29426,0.357469717362046,84.4349674340214,5,0
"sanjacinto","texas",13912,44878,0.303750837240455,53.5684903845253,20,0
"sanpatricio","texas",33262,52659,0.413815666479716,11.6624995897233,122,0
"sansaba","texas",2805,40718,0.198209198209198,89.4872787031194,5,0
"schleicher","texas",1556,59766,0.248466257668712,152.157197642544,1,0
"scurry","texas",7961,55661,0.195367211348537,202.144510946895,13,0
"shackelford","texas",1668,50285,0.138205980066445,109.176274999771,2,0
"shelby","texas",13091,36312,0.276355748373102,87.2900107878522,11,0
"sherman","texas",1460,52969,0.124509803921569,214.201251124656,9,0
"smith","texas",113616,48683,0.29821143525094,65.3862328306371,418,0
"somervell","texas",4408,50562,0.226153410699123,34.7283457189547,18,0
"starr","texas",32419,26682,0.844975490196078,39.8154726812598,85,0
"stephens","texas",4496,45217,0.177538287010777,85.5771579355665,6,0
"sterling","texas",582,50156,0.15670436187399,215.355512101454,0,0
"stonewall","texas",614,47969,0.280272108843537,165.320475226196,0,0
"sutton","texas",1842,54567,0.241444866920152,142.5073329684,5,0
"swisher","texas",3675,35167,0.320710059171598,245.244872102271,5,0
"tarrant","texas",994195,60373,0.437321912392432,11.3824572183577,5852,0
"taylor","texas",68975,47044,0.267501422879909,137.714475959628,238,0
"terrell","texas",402,24821,0.358381502890173,230.845065974195,2,0
"terry","texas",5960,40407,0.322196261682243,264.202550259351,8,0
"throckmorton","texas",811,39438,0.198090692124105,102.788339647437,2,0
"titus","texas",16575,45026,0.340183883180097,105.870081118823,40,0
"tomgreen","texas",58743,47637,0.287125910295669,174.554370315594,181,0
"travis","texas",569977,64422,0.638692628371141,6.19253176170624,3938,0
"trinity","texas",7516,35865,0.316768142175415,34.3959345514331,3,0
"tyler","texas",9747,45427,0.273830594184577,85.3861010659429,29,0
"upshur","texas",20387,47724,0.249934054339224,96.777200838901,16,0
"upton","texas",1787,48220,0.240601503759398,240.787749660761,1,0
"uvalde","texas",13834,39011,0.47068218115446,72.7204576021106,49,0
"valverde","texas",24058,44170,0.544617784711388,139.650767907632,76,0
"vanzandt","texas",26974,46555,0.220887472419711,57.9161736950295,62,0
"victoria","texas",46367,54697,0.328488857706057,76.1930933639456,129,0
"walker","texas",29043,40090,0.383056513109788,46.8802910365895,200,0
"waller","texas",23529,53508,0.461245808614908,36.5577565524138,99,0
"ward","texas",5728,56796,0.249583564686285,209.98829898481,11,0
"washington","texas",17309,52718,0.280587048758434,64.4629516446336,50,0
"webb","texas",136418,38711,0.714465731188996,119.05510847149,359,0
"wharton","texas",21052,46445,0.342419198224442,55.0969993791868,80,0
"wheeler","texas",2776,51082,0.139866369710468,149.644778450171,13,0
"wichita","texas",63581,45371,0.301596276803967,104.782377801121,203,0
"wilbarger","texas",6559,43635,0.265247283211355,131.835424026833,16,0
"willacy","texas",10292,28817,0.695288598817051,33.3080021034344,31,0
"williamson","texas",249430,75935,0.42733407826872,23.1882748180312,895,0
"wilson","texas",23135,68737,0.327630453378956,32.6590703598194,71,0
"winkler","texas",3764,54261,0.234744094488189,198.737897726703,8,0
"wise","texas",30992,56396,0.216628712631426,32.4796651215609,91,0
"wood","texas",21775,47814,0.225483580746739,79.5792511337593,36,0
"yoakum","texas",4088,56655,0.183075671277461,230.075345944962,11,0
"young","texas",9278,46978,0.178370978781656,75.5375026788251,17,0
"zapata","texas",7150,36976,0.676552686671319,80.182767470174,23,0
"zavala","texas",6020,26639,0.841847265221878,90.0753634090299,21,0
"beaver","utah",3146,48083,0.216022319649263,176.989534868269,0,1
"boxelder","utah",25591,55514,0.17373281561549,58.269517885948,37,1
"cache","utah",59374,51935,0.249056421174877,67.5361362532766,97,1
"carbon","utah",10418,47793,0.445930307316446,98.7538280177528,27,1
"daggett","utah",317,75938,0.298405466970387,116.955381825939,0,1
"davis","utah",163586,72661,0.274810192782817,18.215303904144,278,1
"duchesne","utah",9912,61244,0.158600278551532,95.2250533398598,18,1
"emery","utah",5211,51276,0.21875,117.935696744712,6,1
"garfield","utah",2379,45221,0.187586845761927,179.683351288601,3,1
"grand","utah",4614,43529,0.506990434142752,128.389718899147,3,1
"iron","utah",24016,43799,0.198054711246201,156.993354122483,6,1
"juab","utah",5042,54861,0.204922566371681,70.0833376526716,3,1
"kane","utah",3642,50517,0.2714013950539,140.100578450355,0,1
"millard","utah",6215,53902,0.159949356404305,112.155473824379,4,1
"morgan","utah",5241,80865,0.165585195866378,22.5240381326038,6,1
"piute","utah",864,37112,0.176691729323308,171.899593096176,1,1
"rich","utah",1198,52569,0.153081510934394,75.4811211890112,2,1
"saltlake","utah",543684,64601,0.486566286092883,8.82506258297091,2169,1
"sanjuan","utah",7751,41108,0.469005847953216,92.5100303501224,1,1
"sanpete","utah",13477,48866,0.185953711093376,96.5349174743515,12,1
"sevier","utah",10225,48872,0.169726489321843,137.69735228304,8,1
"summit","utah",19095,91470,0.567077161044678,20.7442592522718,80,1
"tooele","utah",30663,64149,0.336275018746034,30.5980798595119,57,1
"uintah","utah",17775,67943,0.144025219190228,121.444378851663,27,1
"utah","utah",279764,64321,0.187990767998271,34.7443877912976,299,1
"wasatch","utah",13719,71337,0.33899894502403,29.7198855386141,21,1
"washington","utah",76978,52865,0.218579014314846,112.480081625397,7,1
"wayne","utah",1328,41684,0.254946727549467,167.200589732755,1,1
"weber","utah",120147,59660,0.349701610485871,32.3526404859619,273,1
"addison","vermont",18614,61020,0.68624597151471,26.8912777714463,60,0
"bennington","vermont",18665,51489,0.654712739819123,6.69346179166587,78,0
"caledonia","vermont",15474,46931,0.604291146116241,28.1521422245487,47,0
"chittenden","vermont",81981,66414,0.714417545541707,3.13703228435406,456,0
"essex","vermont",3054,39467,0.558851983231216,49.6293775650459,5,0
"franklin","vermont",24478,58884,0.614119291705499,24.8750847864051,73,0
"grandisle","vermont",3490,64295,0.631061138439916,10.3124923007729,6,0
"lamoille","vermont",12665,53316,0.703662772339754,24.2179784965863,67,0
"orange","vermont",14516,54263,0.645562948810857,14.6467510050785,30,0
"orleans","vermont",13503,43959,0.626262626262626,48.2059414336822,38,0
"rutland","vermont",30583,50029,0.61217066767878,3.56690458624385,137,0
"washington","vermont",29832,58171,0.693291925465839,5.40588475122296,143,0
"windham","vermont",22190,50917,0.730243760641169,17.0573606386954,55,0
"windsor","vermont",28493,54763,0.688079576447938,11.1428135092047,42,0
"accomack","virginia",16935,38503,0.486910324521539,67.4775433608417,91,0
"albemarle","virginia",54341,70342,0.584340185156127,1.6383424780222,111,0
"alleghany","virginia",8131,45538,0.482154973537793,80.694433132645,7,0
"amelia","virginia",6151,58269,0.381069076428243,30.684961709044,29,0
"amherst","virginia",16653,47002,0.414557823129252,50.120790648212,56,0
"appomattox","virginia",7890,52134,0.346133682830931,51.7459088345988,20,0
"arlington","virginia",113448,108706,0.717129810354688,3.27035447624471,548,0
"augusta","virginia",36758,56802,0.294708740776291,30.0188123279915,61,0
"bath","virginia",2093,44985,0.428865131578947,69.6634624554657,4,0
"bedford","virginia",39045,56725,0.634010994710092,75.4371959082685,54,0
"bland","virginia",2879,47800,0.291990537343697,73.5024915775297,1,0
"botetourt","virginia",16767,61470,0.32707112489946,85.6716215757938,51,0
"brunswick","virginia",7905,38858,0.62838008592368,59.0089773065251,75,0
"buchanan","virginia",11485,30335,0.465193496679643,47.1683238117727,4,0
"buckingham","virginia",7577,43514,0.498856162424936,32.8419544477672,42,0
"campbell","virginia",28316,47005,0.313434570388161,66.5238219073638,66,0
"caroline","virginia",14963,57294,0.554454679154733,31.1305632305279,73,0
"carroll","virginia",14836,37048,0.326655537006121,50.9173735726273,18,0
"charlescity","virginia",3630,54167,0.68336142547556,24.5941952906651,18,0
"charlotte","virginia",6111,33837,0.439337339613448,69.1521389425289,22,0
"chesterfield","virginia",172050,73869,0.458454666600859,10.2896988072841,514,0
"clarke","virginia",7220,71986,0.465213295653344,38.181659740694,16,0
"craig","virginia",2686,40500,0.334605112552461,96.4864567221694,3,0
"culpeper","virginia",24340,66160,0.445874069196089,40.5042205046817,125,0
"cumberland","virginia",4990,37489,0.477349703640982,41.6293547469713,16,0
"dickenson","virginia",7490,31226,0.485413890122908,38.9203538443779,6,0
"dinwiddie","virginia",14252,51579,0.484486503257834,29.5225459192782,35,0
"essex","virginia",5993,47527,0.546979865771812,40.1841132859582,38,0
"fauquier","virginia",34366,91221,0.427131125982641,31.6486178753638,139,0
"floyd","virginia",7905,47288,0.390766365087813,59.6483720836039,13,0
"fluvanna","virginia",14220,66425,0.485669414998037,15.5397045167139,23,0
"franklin","virginia",28638,48720,0.833914442805418,67.5964544509227,69,0
"frederick","virginia",41396,68929,0.385606331072236,41.29375625497,73,0
"giles","virginia",8638,47675,0.409493264913406,88.1509179182361,40,0
"gloucester","virginia",18754,62878,0.359796067006555,24.6583344134909,68,0
"goochland","virginia",11188,82326,0.383139627447859,22.162670840428,33,0
"grayson","virginia",7717,31002,0.343490304709141,60.4878489720101,6,0
"greene","virginia",9764,61615,0.384261501210654,13.9981158629094,10,0
"greensville","virginia",4444,40559,0.638837732760385,57.8683600418181,16,0
"halifax","virginia",18461,37001,0.482255192878338,49.0236473193282,80,0
"hanover","virginia",52095,81170,0.327958327407197,9.62064664905686,187,0
"henrico","virginia",169837,63699,0.557044771111082,2.99705363248745,548,0
"henry","virginia",27115,34992,0.440928019036288,45.4240428726254,89,0
"highland","virginia",1236,44877,0.37966537966538,62.976636870832,1,0
"isleofwight","virginia",18427,66835,0.428714307146072,14.8562276135802,81,0
"jamescity","virginia",37024,80226,0.449498743620962,25.9131788001144,43,0
"kingandqueen","virginia",3467,48852,0.517678812415654,34.1847201621988,17,0
"kinggeorge","virginia",12672,84342,0.427057475654,35.8617732857952,42,0
"kingwilliam","virginia",8153,64297,0.398664759179781,25.7507290481714,29,0
"lancaster","virginia",5927,50118,0.46627270106659,46.4300730528497,19,0
"lee","virginia",11828,31577,0.348867454210469,49.8264362592172,0,0
"loudoun","virginia",183120,125672,0.536681031701073,15.6489210053757,682,0
"louisa","virginia",17476,54662,0.454504005731779,29.0588454812188,76,0
"lunenburg","virginia",5952,39911,0.478407079646018,57.046114300291,19,0
"madison","virginia",6712,48271,0.427227944469324,26.0608264622647,29,0
"mathews","virginia",4704,64049,0.355514705882353,28.8556545469754,19,0
"mecklenburg","virginia",16076,40040,0.472550059673783,55.5327638103174,84,0
"middlesex","virginia",5433,53093,0.398101898101898,39.6245818937646,17,0
"montgomery","virginia",46863,49712,0.517329594371879,76.7988991125913,155,0
"nelson","virginia",7660,50994,0.539899176195746,27.0411075108935,19,0
"newkent","virginia",9836,75303,0.349614653187869,25.2664242118515,44,0
"northampton","virginia",6346,37011,0.57698147585788,37.2992225004868,26,0
"northumberland","virginia",6306,54440,0.447204968944099,59.3215907292068,25,0
"nottoway","virginia",7158,36849,0.488408700629651,43.0617952134738,37,0
"orange","virginia",17763,66990,0.449781659388646,31.8556890931989,80,0
"page","virginia",12123,45030,0.407642699008567,37.6765704301852,22,0
"patrick","virginia",9213,35999,0.337475090845153,39.6992738839793,10,0
"pittsylvania","virginia",31725,43087,0.375086255052082,55.1625074579434,158,0
"powhatan","virginia",13088,77684,0.293096292197012,21.0102212169642,29,0
"princeedward","virginia",11545,42283,0.543353216872603,55.2161838403901,38,0
"princegeorge","virginia",17049,64805,0.445457953267525,26.0922431050095,75,0
"princewilliam","virginia",222634,98546,0.575175750711005,15.3510073482308,1275,0
"pulaski","virginia",17270,49469,0.393222591362126,72.773745785159,28,0
"rappahannock","virginia",3773,58026,0.477866061293984,47.9966606561712,15,0
"roanoke","virginia",48709,60380,0.975421539668872,83.8609624910439,242,0
"rockbridge","virginia",11300,52478,0.426385483079941,54.6484810558937,11,0
"rockingham","virginia",39926,55029,0.313583728325433,33.2828945879791,60,0
"russell","virginia",14280,38370,0.429093440055681,24.7028165159447,2,0
"scott","virginia",11119,38017,0.275949367088608,21.7728831731,1,0
"shenandoah","virginia",21885,50450,0.359569265983457,55.9127702418278,37,0
"smyth","virginia",15890,38906,0.344578117379288,39.3721730572988,11,0
"southampton","virginia",8736,51032,0.485496856733208,41.9483059159798,24,0
"spotsylvania","virginia",65752,79742,0.460467180824502,46.9649776582354,189,0
"stafford","virginia",69303,97528,0.46372734649716,33.1002823124355,239,0
"surry","virginia",3414,56632,0.607167630057803,25.2484584112117,20,0
"sussex","virginia",4018,37917,0.615513705015849,43.3483538140375,39,0
"tazewell","virginia",21878,38238,0.327999531094309,52.6704169457128,23,0
"warren","virginia",19450,63734,0.433895572367605,51.1948714925732,84,0
"washington","virginia",27554,43835,0.329102040816327,15.7333734674797,31,0
"westmoreland","virginia",8888,51566,0.546376984600692,46.7574766593296,44,0
"wise","virginia",19368,36352,0.353303154618758,32.9510318150703,6,0
"wythe","virginia",14937,42888,0.328796733648227,67.8367385953725,19,0
"york","virginia",34094,83410,0.404165560374074,10.4660713108202,130,0
"adams","washington",9384,47554,0.31947303417044,44.7572076393047,26,0
"asotin","washington",11478,45550,0.42321063394683,23.2201530476583,53,0
"benton","washington",93549,61147,0.360549162677785,2.79888625396843,414,0
"chelan","washington",37562,51845,0.431222229175793,65.3214224272534,119,0
"clallam","washington",36897,47180,0.50546483553571,1.42340551411359,124,0
"clark","washington",228134,62879,0.521743888293099,4.0454643849993,1178,0
"columbia","washington",2021,42083,0.307899461400359,46.5736641001653,3,0
"cowlitz","washington",52194,49127,0.543832496849367,39.1804211068942,195,0
"douglas","washington",19969,53758,0.384509172200671,65.6341343075327,62,0
"ferry","washington",3765,39555,0.419023136246787,83.5546192429527,14,0
"franklin","washington",42063,58284,0.373730706742486,6.87309625679706,229,0
"garfield","washington",1129,51395,0.28040786598689,25.1430777884804,0,0
"grant","washington",45900,50145,0.349916174648298,62.7097051005898,166,0
"graysharbor","washington",34577,44521,0.560375548245614,41.2759554661736,168,0
"island","washington",40185,60261,0.523209753552029,19.0508056719874,170,0
"jefferson","washington",15457,50928,0.662898304236907,26.1450667215977,66,0
"king","washington",1041758,78800,0.703045013622087,4.69012619896692,7554,0
"kitsap","washington",126338,65017,0.551919380393608,0.468501044683339,643,0
"kittitas","washington",21404,47898,0.449406760689501,31.7945540479659,112,0
"klickitat","washington",10444,49633,0.488488783943329,62.1976228523165,20,0
"lewis","washington",37982,44526,0.392565912692696,9.40030474999119,194,0
"lincoln","washington",5077,47676,0.33996988455747,42.9187402951543,6,0
"mason","washington",29618,51764,0.53168939447467,18.1174529752562,166,0
"okanogan","washington",20514,41158,0.451274451689389,113.767782619219,63,0
"pacific","washington",10375,38387,0.557191185882783,46.1834339754377,37,0
"pendoreille","washington",6324,46036,0.391025641025641,43.0882786406649,20,0
"pierce","washington",419419,61468,0.551784413692644,3.29639056601518,3263,0
"sanjuan","washington",8317,58029,0.700218402810749,26.1846442038008,11,0
"skagit","washington",60902,56433,0.537755430698207,3.23950212974144,300,0
"skamania","washington",5603,53082,0.513114754098361,31.3379036948673,10,0
"snohomish","washington",378219,73528,0.584685311847359,3.3334537734383,2164,0
"spokane","washington",245203,50550,0.481916623768285,1.7667191204169,1122,0
"stevens","washington",21833,44115,0.380421646300524,45.7372406906635,46,0
"thurston","washington",135917,62854,0.598868272971928,4.06569338926508,825,0
"wahkiakum","washington",2076,48116,0.488666085440279,39.9401894958887,4,0
"wallawalla","washington",29139,48705,0.407691996602904,41.1277425599495,106,0
"whatcom","washington",105851,54207,0.580392469528299,4.94015192625245,534,0
"whitman","washington",23356,38636,0.515663198590028,5.98718792695126,118,0
"yakima","washington",123782,45700,0.438504061664634,7.38541227647485,756,0
"adams","wisconsin",9339,43554,0.5814139795714,61.1700528186755,18,0
"barron","wisconsin",22603,46863,0.527746220396749,74.6503078511669,3,0
"brown","wisconsin",129241,54172,0.539213171521554,100.249464889859,363,0
"calumet","wisconsin",24720,70042,0.502190828737629,78.1390220585973,41,0
"chippewa","wisconsin",30418,52657,0.537163838443981,91.2835811548404,2,0
"clark","wisconsin",17004,46783,0.525410587157257,129.912099463566,16,0
"columbia","wisconsin",27831,61004,0.569178737359934,23.4415106995526,64,0
"crawford","wisconsin",7890,45780,0.624859040220524,84.7597916808111,9,0
"dane","wisconsin",260477,64773,0.72801557932982,4.88753922568602,993,0
"dodge","wisconsin",42247,54111,0.447960208299278,37.5874901634301,81,0
"door","wisconsin",14018,53980,0.580172758995481,86.6569118997262,17,0
"dunn","wisconsin",21997,51787,0.565574840140937,63.5646912388974,3,0
"eauclaire","wisconsin",51836,50538,0.602544991819669,85.9766511857366,10,0
"florence","wisconsin",2143,46595,0.422346368715084,149.348099056732,3,0
"fonddulac","wisconsin",52084,56376,0.44842612235537,57.7079862697987,89,0
"forest","wisconsin",4519,41378,0.570787956438181,166.471674094675,12,0
"grant","wisconsin",24849,49077,0.611636513157895,68.6381262658663,37,0
"green","wisconsin",18703,57416,0.620589187439301,33.7665915800727,24,0
"greenlake","wisconsin",9346,47174,0.419463087248322,52.1529070576922,10,0
"iowa","wisconsin",11815,56641,0.667307210293258,41.7714631432034,19,0
"jackson","wisconsin",9594,49608,0.60231326343098,114.309548359464,16,0
"jefferson","wisconsin",42326,57290,0.496872538572024,27.8939542464987,81,0
"juneau","wisconsin",12376,47243,0.536513443191674,63.1205410147991,15,0
"kenosha","wisconsin",84955,56086,0.581756336544441,31.3902603047569,205,0
"kewaunee","wisconsin",10067,58152,0.547140076017428,99.6880962502159,18,0
"lacrosse","wisconsin",60146,51477,0.60938340346104,107.437257452002,65,0
"lafayette","wisconsin",8262,53038,0.604265100242625,52.206093604943,6,0
"langlade","wisconsin",9651,43501,0.498173428186887,142.716109271148,12,0
"lincoln","wisconsin",14045,52221,0.55174220592088,150.362084218278,15,0
"manitowoc","wisconsin",40261,49613,0.528787664450417,73.4119094985554,64,0
"marathon","wisconsin",67316,54227,0.535281130409185,124.74467775197,112,0
"marinette","wisconsin",20468,43893,0.526699600094096,114.895274602854,36,0
"marquette","wisconsin",7421,48445,0.518480754524599,47.8583444697779,14,0
"menominee","wisconsin",2252,37147,0.868093922651934,128.208946070455,14,0
"milwaukee","wisconsin",493286,45263,0.673031111634876,2.74265631375983,2999,0
"monroe","wisconsin",22491,53394,0.532477025898079,86.9922089318774,39,0
"oconto","wisconsin",18341,54018,0.523355124420076,125.874858833126,27,0
"oneida","wisconsin",17643,49715,0.543029142153509,145.518783902669,30,0
"outagamie","wisconsin",91162,59806,0.549283007328288,90.6556028510416,237,0
"ozaukee","wisconsin",44654,78415,0.385627283800244,18.9659718806203,74,0
"portage","wisconsin",35167,52411,0.629521586931155,95.4539505913079,87,0
"price","wisconsin",6814,43547,0.556382719062729,109.668883983897,3,0
"racine","wisconsin",98485,56359,0.530673078833886,20.2007558122557,297,0
"richland","wisconsin",8730,46564,0.596568047337278,56.0539544090937,11,0
"rock","wisconsin",81775,50968,0.63824224128131,35.6540179489697,105,0
"sauk","wisconsin",31670,53225,0.607882191601907,35.4134625855064,79,0
"shawano","wisconsin",20695,48773,0.510677485190901,119.22574660805,43,0
"sheboygan","wisconsin",57341,54392,0.489397330413641,47.4262842944617,98,0
"taylor","wisconsin",10023,47306,0.488230258934303,136.660479577853,5,0
"trempealeau","wisconsin",14626,52438,0.624981222773021,101.342278606311,11,0
"vernon","wisconsin",15173,49476,0.601278863232682,83.1408943092289,17,0
"vilas","wisconsin",10668,41632,0.472072727272727,136.060269023998,24,0
"walworth","wisconsin",51551,55575,0.479493078418151,40.8380513687203,89,0
"washington","wisconsin",67224,70325,0.345634382013412,26.1759968863546,139,0
"waukesha","wisconsin",201220,78268,0.366423783904473,16.7678081068273,365,0
"waupaca","wisconsin",25605,52441,0.507702559680138,92.4219174724325,37,0
"waushara","wisconsin",11518,46581,0.495231665119419,67.6813884286446,13,0
"winnebago","wisconsin",84073,53501,0.549368705589835,78.0943315993229,202,0
"wood","wisconsin",37335,49926,0.555925432756325,98.8907953070262,63,0
